problem_id,route,run_id,attempt_id,c,success,tau,token_multiset_dice,token_sequence_ratio,ast_tsed,ast_status
IPOP_1436,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,0,0,,,,,not_applicable
IPOP_1436,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,1,0,,,,,not_applicable
IPOP_1436,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,2,0,,,,,not_applicable
IPOP_1436,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,3,0,,,,,not_applicable
IPOP_1436,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,4,0,,,,,not_applicable
IPOP_1436,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,5,0,,,,,not_applicable
IPOP_1436,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,0,1,2,0.1477272727272727,0.17045454545454541,0.303370786516854,measured
IPOP_1436,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,1,1,2,0.1477272727272727,0.17045454545454541,0.303370786516854,measured
IPOP_1436,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,2,1,2,0.1477272727272727,0.17045454545454541,0.303370786516854,measured
IPOP_1436,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,3,1,2,0.1477272727272727,0.17045454545454541,0.303370786516854,measured
IPOP_1436,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,4,1,2,0.1477272727272727,0.17045454545454541,0.303370786516854,measured
IPOP_1436,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,5,1,2,0.1477272727272727,0.17045454545454541,0.303370786516854,measured
IPOP_1436,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,0,1,2,0.1875,0.35416666666666663,0.6868686868686869,measured
IPOP_1436,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,1,1,2,0.1875,0.35416666666666663,0.6868686868686869,measured
IPOP_1436,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,2,1,2,0.1875,0.35416666666666663,0.6868686868686869,measured
IPOP_1436,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,3,1,2,0.1875,0.35416666666666663,0.6868686868686869,measured
IPOP_1436,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,4,1,2,0.1875,0.35416666666666663,0.6868686868686869,measured
IPOP_1436,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,5,1,2,0.1875,0.35416666666666663,0.6868686868686869,measured
IPOP_2110,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,0,1,2,0.1260162601626016,0.18292682926829273,0.2941176470588236,measured
IPOP_2110,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,1,1,2,0.1260162601626016,0.18292682926829273,0.2941176470588236,measured
IPOP_2110,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,2,1,2,0.1260162601626016,0.18292682926829273,0.2941176470588236,measured
IPOP_2110,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,3,1,2,0.1260162601626016,0.18292682926829273,0.2941176470588236,measured
IPOP_2110,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,4,1,2,0.1260162601626016,0.18292682926829273,0.2941176470588236,measured
IPOP_2110,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,5,1,2,0.1260162601626016,0.18292682926829273,0.2941176470588236,measured
IPOP_2110,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,0,1,2,0.11255411255411252,0.1341991341991342,0.2098765432098766,measured
IPOP_2110,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,1,1,2,0.11255411255411252,0.1341991341991342,0.2098765432098766,measured
IPOP_2110,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,2,1,2,0.11255411255411252,0.1341991341991342,0.2098765432098766,measured
IPOP_2110,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,3,1,2,0.11255411255411252,0.1341991341991342,0.2098765432098766,measured
IPOP_2110,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,4,1,2,0.11255411255411252,0.1341991341991342,0.2098765432098766,measured
IPOP_2110,cpp-to-java,pilot-v1-qwen25-7b-a,attempt-001,5,1,2,0.11255411255411252,0.1341991341991342,0.2098765432098766,measured
IPOP_2110,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,0,1,2,0.10612244897959189,0.13877551020408163,0.21292775665399244,measured
IPOP_2110,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,1,1,2,0.10612244897959189,0.13877551020408163,0.21292775665399244,measured
IPOP_2110,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,2,1,2,0.10612244897959189,0.13877551020408163,0.21292775665399244,measured
IPOP_2110,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,3,1,2,0.10612244897959189,0.13877551020408163,0.21292775665399244,measured
IPOP_2110,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,4,1,2,0.10612244897959189,0.13877551020408163,0.21292775665399244,measured
IPOP_2110,cpp-to-python,pilot-v1-qwen25-7b-a,attempt-001,5,1,2,0.10612244897959189,0.13877551020408163,0.21292775665399244,measured
IPOP_2217,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,0,1,2,0.18181818181818177,0.2670454545454546,0.4402173913043479,measured
IPOP_2217,cpp-to-c,pilot-v1-qwen25-7b-a,attempt-001,1,1,2,0.18181818181818177,0.2670454545454546,0.4402173913043479,measured
